customer_id,age,gender,annual_income,education_level,bank_signup_date,loyalty_program,loyalty_points,loyalty_last_active,bank_last_active,acquisition_channel,customer_acquisition_cost,yearly_average_customer_revenue,customer_tenure_days
CUST002978,77,Female,36023,Associate,2023-03-14,1,74,2025-03-21,2024-10-09,Branch,200.07,839.57,748
CUST002979,31,Female,72173,Bachelor,2019-09-27,0,0,,2025-03-31,Referral,141.86,8433.8,2012
CUST002980,35,Male,60778,High School,2020-11-27,0,0,,2025-03-05,Online,322.96,2642.08,1585
CUST002981,33,Male,62761,Master,2025-01-02,1,27,2025-02-28,2025-03-06,Online,307.01,185.87,88
CUST002982,19,Male,103908,Associate,2017-08-31,1,716,2023-10-16,2025-03-02,Online,113.15,6616.95,2769
CUST002983,25,Female,79327,Bachelor,2024-06-09,0,0,,2025-03-22,Referral,108.07,680.95,295
CUST002984,46,Male,63541,Bachelor,2021-04-29,1,262,2025-01-11,2025-03-21,Referral,93.03,4533.39,1432
CUST002985,34,Female,24044,High School,2022-08-24,1,97,2025-01-29,2025-03-18,Referral,68.51,1027.79,950
CUST002986,43,Female,34032,Master,2021-09-12,1,205,2025-01-06,2024-06-27,Branch,343.16,1691.88,1296
CUST002987,69,Male,51726,Bachelor,2022-11-07,0,0,,2025-03-16,Online,171.26,1899.97,875
CUST002988,65,Male,57628,Bachelor,2022-08-26,1,271,2025-03-23,2025-03-07,Online,109.83,2253.45,948
CUST002989,28,Male,31256,High School,2023-06-26,0,0,,2025-03-17,Branch,415.15,899.34,644
CUST002990,51,Male,183675,Master,2022-01-17,0,0,,2025-03-21,Direct Mail,465.08,4142.92,1169
CUST002991,27,Male,117393,Bachelor,2018-05-05,1,835,2024-07-23,2025-03-14,Online,112.48,10452.73,2522
CUST002992,20,Female,74320,High School,2016-06-10,1,1024,2024-02-01,2025-03-03,Direct Mail,516.09,5519.29,3216
CUST002993,26,Male,57017,Associate,2016-12-28,1,537,2025-02-04,2025-03-31,Branch,372.48,8105.75,3015
CUST002994,43,Female,49463,Master,2016-04-25,1,480,2024-06-06,2025-01-23,Referral,74.56,6791.57,3262
CUST002995,74,Male,34170,Bachelor,2023-10-29,1,87,2023-12-11,2025-03-17,Online,290.75,676.74,519
CUST002996,34,Male,57172,Bachelor,2017-11-16,1,467,2025-03-12,2025-03-06,Online,234.69,3127.0,2692
CUST002997,29,Male,62565,Bachelor,2022-12-16,1,206,2025-02-06,2025-03-01,Branch,253.29,2249.99,836
CUST002998,60,Female,29560,Bachelor,2021-03-02,1,167,2025-01-30,2025-03-22,Online,140.08,1963.72,1490
CUST002999,33,Male,65002,Associate,2019-07-28,1,332,2024-02-28,2025-03-07,Affiliate,359.09,5433.75,2073
CUST003000,23,Female,50891,High School,2020-01-06,0,0,,2025-03-21,Branch,228.09,2731.84,1911
CUST003001,77,Female,21187,Bachelor,2018-10-12,1,234,2023-04-24,2025-03-01,Online,337.41,2954.91,2362
CUST003002,24,Male,35771,PhD,2018-01-02,0,0,,2025-03-24,Referral,72.22,4376.93,2645
CUST003003,39,Male,44724,Associate,2025-01-11,1,15,2025-02-12,2025-03-25,Online,313.04,179.09,79
CUST003004,73,Male,141341,Bachelor,2015-09-30,1,720,2024-10-31,2025-03-06,Online,273.71,9653.12,3470
CUST003005,68,Male,72646,Bachelor,2016-10-18,1,883,2025-02-20,2025-03-15,Online,204.97,8321.05,3086
CUST003006,81,Female,28207,Bachelor,2015-09-06,1,275,2025-03-01,2025-03-06,Branch,206.38,5002.87,3494
CUST003007,21,Male,70130,Master,2015-12-25,1,1147,2022-11-18,2025-03-12,Branch,358.66,7493.32,3384
CUST003008,66,Male,25372,Bachelor,2016-05-20,0,0,,2025-03-31,Online,215.35,3653.1,3237
CUST003009,72,Female,94507,High School,2016-05-01,0,0,,2025-03-18,Online,264.77,11806.14,3256
CUST003010,40,Female,43456,PhD,2019-04-16,1,194,2025-01-28,2025-03-27,Referral,82.04,4599.03,2176
CUST003011,63,Female,52484,Bachelor,2022-08-09,1,164,2025-02-09,2025-03-24,Online,170.25,2058.07,965
CUST003012,45,Male,106722,Master,2016-11-07,1,1319,2025-01-15,2025-03-04,Branch,233.27,7861.59,3066
CUST003013,41,Male,28897,Bachelor,2022-11-23,1,91,2025-03-04,2025-03-06,Online,271.27,1548.23,859
CUST003014,53,Male,27351,Master,2021-02-01,1,185,2025-02-08,2025-03-20,Direct Mail,396.29,1957.19,1519
CUST003015,53,Female,41080,High School,2017-09-19,1,223,2025-02-04,2025-03-23,Affiliate,360.14,7199.7,2750
CUST003016,75,Male,92436,Associate,2024-10-18,1,82,2024-03-30,2025-03-06,Branch,342.2,741.15,164
CUST003017,37,Male,25730,Master,2020-09-11,1,180,2023-08-03,2025-03-19,Referral,93.59,2287.05,1662
CUST003018,22,Female,13346,High School,2018-02-21,1,177,2025-02-23,2025-03-03,Online,132.45,2668.55,2595
CUST003019,49,Male,43892,High School,2024-01-22,1,87,2025-02-28,2025-03-19,Referral,78.14,966.52,434
CUST003020,55,Male,72472,Bachelor,2021-06-21,1,362,2024-10-07,2025-01-09,Branch,412.61,3456.65,1379
CUST003021,81,Male,100229,Master,2019-06-23,0,0,,2025-03-27,Direct Mail,499.63,5759.0,2108
CUST003022,70,Male,43630,High School,2024-05-30,1,29,2025-02-16,2025-03-04,Branch,306.2,737.88,305
CUST003023,79,Female,44773,Master,2022-02-14,0,0,,2025-01-19,Branch,204.42,1796.3,1141
CUST003024,25,Male,97932,Bachelor,2018-12-17,0,0,,2025-03-26,Branch,297.67,7990.26,2296
CUST003025,29,Male,21595,Bachelor,2019-03-03,0,0,,2025-03-07,Direct Mail,412.06,2431.25,2220
CUST003026,53,Female,45289,Master,2015-09-03,0,0,,2025-02-02,Online,149.97,5853.56,3497
CUST003027,67,Male,60494,Bachelor,2016-11-07,0,0,,2025-03-21,Direct Mail,398.28,6844.81,3066
CUST003028,35,Male,68850,High School,2019-02-19,0,0,,2025-03-09,Branch,333.41,6265.86,2232
CUST003029,71,Male,42624,Associate,2015-05-19,1,464,2025-03-11,2025-03-22,Online,206.4,6971.1,3604
CUST003030,43,Male,55955,Bachelor,2024-04-10,1,106,2025-01-14,2025-03-30,Affiliate,186.65,675.27,355
CUST003031,85,Male,15850,Bachelor,2016-03-20,0,0,,2025-03-28,Affiliate,205.73,4098.32,3298
CUST003032,49,Male,39575,Master,2024-07-15,0,0,,2025-03-19,Online,127.83,506.4,259
CUST003033,20,Male,68998,Bachelor,2020-02-27,0,0,,2025-03-11,Direct Mail,594.06,3383.29,1859
CUST003034,66,Female,33655,Bachelor,2018-10-23,0,0,,2025-03-21,Online,321.51,2387.85,2351
CUST003035,63,Male,56646,Bachelor,2019-04-21,0,0,,2025-03-12,Online,296.63,6307.32,2171
CUST003036,79,Female,68770,High School,2022-05-21,0,0,,2025-03-12,Online,128.67,1623.92,1045
CUST003037,80,Female,46342,High School,2022-06-03,0,0,,2025-03-20,Online,260.73,2202.17,1032
CUST003038,62,Male,59893,Master,2022-04-18,1,332,2025-02-18,2025-03-24,Online,298.14,2707.72,1078
CUST003039,82,Male,33986,High School,2016-03-23,0,0,,2025-03-02,Online,164.74,6687.81,3295
CUST003040,59,Female,49601,High School,2016-11-15,0,0,,2025-03-30,Branch,413.77,4218.97,3058
CUST003041,67,Female,74622,Bachelor,2023-02-12,0,0,,2025-03-31,Referral,146.5,2635.9,778
CUST003042,52,Male,59490,Bachelor,2017-06-06,0,0,,2025-03-09,Referral,79.97,6142.2,2855
CUST003043,41,Male,41020,Master,2017-11-13,1,327,2025-01-15,2025-03-02,Online,334.67,3008.74,2695
CUST003044,21,Male,61524,Associate,2015-07-20,1,122,2025-02-11,2025-03-10,Online,278.85,4837.85,3542
CUST003045,58,Male,78620,High School,2022-06-02,0,0,,2025-03-18,Online,197.27,3496.13,1033
CUST003046,46,Female,19734,Associate,2022-08-09,1,64,2025-03-21,2025-03-26,Online,169.01,1458.83,965
CUST003047,21,Female,98186,Bachelor,2017-06-07,1,931,2024-11-09,2025-03-04,Online,304.28,9296.42,2854
CUST003048,53,Male,46488,Associate,2017-02-13,1,464,2024-11-18,2025-03-26,Online,129.08,6426.91,2968
CUST003049,25,Male,68038,Bachelor,2020-01-19,0,0,,2025-03-28,Online,287.22,4371.97,1898
CUST003050,78,Female,100078,Master,2023-03-06,0,0,,2025-03-26,Direct Mail,410.92,1444.66,756
CUST003051,85,Female,27701,Master,2024-09-18,0,0,,2025-03-27,Online,215.98,270.94,194
CUST003052,63,Male,38575,Associate,2018-05-02,0,0,,2025-03-22,Branch,397.55,2696.94,2525
CUST003053,47,Female,47610,Bachelor,2022-03-09,1,224,2025-03-21,2025-03-26,Referral,88.84,2917.88,1118
CUST003054,38,Male,37168,Bachelor,2018-12-23,1,390,2024-12-26,2025-01-11,Online,190.5,4084.55,2290
CUST003055,30,Female,130948,Master,2022-01-20,1,720,2025-03-12,2025-03-06,Online,337.76,4434.46,1166
CUST003056,49,Male,35835,PhD,2024-02-21,0,0,,2025-03-17,Affiliate,373.57,407.03,404
CUST003057,48,Male,41660,High School,2016-10-31,1,527,2025-01-21,2025-03-18,Online,288.01,5401.04,3073
CUST003058,52,Female,60917,Bachelor,2023-01-13,0,0,,2025-03-01,Branch,326.6,1742.61,808
CUST003059,25,Female,30152,Associate,2016-12-10,1,152,2024-05-25,2025-03-03,Branch,407.76,5045.85,3033
CUST003060,46,Male,45127,High School,2015-11-07,1,505,2025-01-27,2025-03-16,Referral,129.0,6362.11,3432
CUST003061,67,Male,64460,High School,2024-06-14,0,0,,2024-07-06,Affiliate,301.1,880.39,290
CUST003062,63,Male,46567,Bachelor,2023-09-06,1,163,2025-03-20,2024-01-29,Online,145.02,1026.45,572
CUST003063,40,Female,52490,Bachelor,2019-04-22,0,0,,2025-01-29,Referral,147.47,4818.49,2170
CUST003064,40,Female,42210,High School,2021-10-08,1,216,2025-01-01,2025-03-22,Online,304.7,1985.93,1270
CUST003065,48,Female,25792,Bachelor,2024-06-25,1,29,2024-03-30,2025-02-03,Online,320.0,369.86,279
CUST003066,58,Male,64594,Associate,2022-11-02,1,228,2025-01-08,2025-03-27,Referral,130.89,1467.34,880
CUST003067,63,Male,132263,Bachelor,2022-08-12,1,520,2024-10-14,2025-01-11,Branch,342.01,4552.04,962
CUST003068,21,Female,55508,Associate,2022-06-06,0,0,,2025-03-21,Online,314.59,1917.79,1029
CUST003069,63,Male,61557,High School,2018-08-07,1,154,2024-02-07,2025-03-12,Branch,230.03,3667.26,2428
CUST003070,36,Female,77765,Bachelor,2016-08-16,1,826,2024-12-29,2025-03-29,Referral,105.05,10376.42,3149
CUST003071,42,Female,29156,High School,2018-08-25,1,252,2025-01-30,2025-03-19,Affiliate,154.94,3049.76,2410
CUST003072,81,Male,128842,Bachelor,2019-10-25,0,0,,2025-03-31,Online,121.64,4100.33,1984
CUST003073,57,Female,60855,High School,2019-12-17,0,0,,2025-03-28,Branch,453.87,3972.32,1931
CUST003074,40,Male,124370,Bachelor,2024-01-24,1,270,2025-03-09,2025-03-29,Branch,385.92,1900.84,432
CUST003075,80,Female,38122,High School,2019-02-22,1,313,2025-03-27,2025-03-26,Online,241.16,4537.01,2229
CUST003076,22,Female,136505,Bachelor,2015-04-12,0,0,,2025-03-23,Referral,67.24,10683.89,3641
CUST003077,29,Male,81037,Bachelor,2016-05-27,0,0,,2025-03-09,Online,274.33,9883.69,3230
CUST003078,25,Female,72519,High School,2024-08-04,1,31,2025-03-14,2025-03-28,Online,110.29,497.88,239
CUST003079,47,Male,61827,Bachelor,2021-08-03,0,0,,2025-03-29,Online,142.18,2464.93,1336
CUST003080,46,Female,48573,High School,2016-04-22,0,0,,2024-06-23,Branch,368.11,5147.01,3265
CUST003081,20,Female,100243,Bachelor,2018-01-21,0,0,,2025-03-02,Online,211.32,5735.6,2626
CUST003082,85,Male,58998,Associate,2024-05-06,0,0,,2025-03-04,Online,166.65,715.15,329
CUST003083,79,Male,20569,Bachelor,2022-12-18,0,0,,2025-03-15,Referral,76.73,717.77,834
CUST003084,18,Male,31460,Bachelor,2019-10-20,1,256,2024-08-03,2024-08-24,Direct Mail,519.0,3231.08,1989
CUST003085,60,Male,50119,Master,2023-11-11,0,0,,2025-03-14,Online,142.05,587.65,506
CUST003086,43,Male,64221,Bachelor,2020-03-17,1,326,2025-02-13,2025-03-06,Online,167.17,5177.69,1840
CUST003087,34,Female,53465,Bachelor,2024-03-25,0,0,,2025-03-15,Referral,92.84,864.28,371
CUST003088,61,Male,101171,Bachelor,2019-10-30,1,462,2023-03-31,2025-03-11,Referral,83.52,5647.14,1979
CUST003089,40,Female,20734,Master,2022-12-14,1,47,2025-01-05,2025-02-04,Branch,258.91,1322.75,838
CUST003090,59,Male,59093,Bachelor,2024-01-17,0,0,,2025-03-30,Branch,447.17,975.5,439
CUST003091,25,Male,22161,Associate,2019-01-31,0,0,,2025-03-31,Branch,371.78,2922.81,2251
CUST003092,20,Male,80414,Master,2018-07-22,1,830,2024-11-16,2025-03-07,Online,212.16,5231.88,2444
CUST003093,36,Male,52462,Bachelor,2022-10-03,1,239,2025-03-26,2025-03-03,Affiliate,340.21,1350.57,910
CUST003094,36,Female,67839,Master,2018-06-16,1,700,2025-03-10,2025-03-14,Online,102.7,4243.47,2480
CUST003095,32,Female,35708,Master,2019-09-14,0,0,,2025-03-31,Online,189.73,2526.32,2025
CUST003096,85,Female,104278,High School,2021-10-20,0,0,,2025-03-28,Online,173.36,2479.13,1258
CUST003097,64,Male,92591,Bachelor,2018-10-13,1,945,2024-07-25,2025-03-16,Referral,103.61,8705.53,2361
CUST003098,27,Male,73633,Associate,2025-01-21,0,0,,2025-03-13,Online,286.34,248.48,69
CUST003099,65,Female,51551,Associate,2018-08-23,0,0,,2025-03-15,Online,194.63,3748.98,2412
CUST003100,68,Male,73498,Associate,2020-05-06,1,546,2025-02-17,2025-03-19,Online,290.27,4387.49,1790
CUST003101,30,Male,38624,Bachelor,2015-07-05,0,0,,2025-03-16,Online,204.51,3835.31,3557
CUST003102,61,Male,84361,High School,2023-12-01,1,153,2025-03-19,2025-03-09,Direct Mail,448.74,752.44,486
CUST003103,56,Female,125470,High School,2017-02-02,0,0,,2025-03-16,Affiliate,220.22,16537.9,2979
CUST003104,59,Female,93938,Bachelor,2020-03-14,1,761,2025-03-27,2025-03-14,Online,216.9,4415.67,1843
CUST003105,35,Male,38188,High School,2016-06-12,1,122,2025-01-16,2024-10-26,Direct Mail,319.25,3870.72,3214
CUST003106,38,Female,65893,High School,2017-12-16,1,659,2024-11-18,2025-03-25,Direct Mail,401.86,7368.46,2662
CUST003107,73,Female,28811,High School,2022-12-25,1,59,2024-03-10,2025-03-04,Affiliate,326.52,908.59,827
CUST003108,80,Male,73224,Associate,2018-07-24,0,0,,2025-02-23,Online,115.8,4245.71,2442
CUST003109,58,Female,68898,Bachelor,2016-02-17,1,1125,2025-01-12,2025-03-26,Branch,203.63,7667.03,3330
CUST003110,40,Female,21594,High School,2018-01-17,1,197,2025-03-31,2025-03-13,Online,339.32,3887.29,2630
CUST003111,63,Male,30766,PhD,2018-04-11,0,0,,2025-03-12,Branch,378.69,4075.58,2546
CUST003112,46,Male,47739,Bachelor,2016-09-10,1,547,2025-03-07,2025-03-03,Branch,268.14,8019.17,3124
CUST003113,40,Female,47318,Associate,2020-01-19,1,179,2023-10-08,2025-02-06,Branch,462.32,3578.01,1898
CUST003114,66,Female,30041,Associate,2025-02-27,0,0,,2025-03-17,Online,256.46,59.88,32
CUST003115,57,Male,66807,Bachelor,2022-05-05,0,0,,2025-03-02,Direct Mail,359.53,1508.55,1061
CUST003116,55,Male,62369,Bachelor,2016-09-14,1,923,2023-02-24,2025-03-06,Online,285.48,3883.41,3120
CUST003117,34,Male,49908,High School,2020-08-07,1,365,2024-04-23,2025-03-03,Online,166.98,3593.08,1697
CUST003118,40,Male,37691,High School,2018-06-03,0,0,,2025-03-31,Online,122.84,5467.92,2493
CUST003119,18,Male,92915,Master,2022-02-17,1,448,2025-03-18,2025-03-02,Direct Mail,504.14,3757.17,1138
CUST003120,68,Female,125843,Associate,2019-08-23,1,708,2025-02-25,2025-03-06,Affiliate,208.61,11018.22,2047
CUST003121,22,Female,43187,Associate,2018-02-01,1,315,2025-01-15,2025-03-23,Branch,434.07,5136.9,2615
CUST003122,41,Male,40497,Master,2023-03-09,1,118,2025-02-22,2025-03-17,Referral,110.34,916.2,753
CUST003123,58,Female,70311,Bachelor,2021-06-24,0,0,,2025-03-27,Referral,133.52,4624.13,1376
CUST003124,46,Male,45985,Associate,2019-06-24,0,0,,2025-03-09,Referral,53.25,2480.97,2107
CUST003125,31,Male,51297,Bachelor,2019-09-30,0,0,,2025-03-18,Referral,128.1,4751.49,2009
CUST003126,81,Female,79611,High School,2019-05-26,0,0,,2025-03-06,Online,219.24,3997.54,2136
CUST003127,36,Male,21171,Bachelor,2021-12-25,1,72,2024-04-05,2025-03-23,Online,119.41,1289.96,1192
CUST003128,60,Male,106323,Bachelor,2017-12-05,1,1168,2025-03-22,2025-03-04,Referral,117.2,11140.23,2673
CUST003129,27,Male,57035,Master,2021-10-21,0,0,,2025-02-18,Direct Mail,267.47,2459.85,1257
CUST003130,48,Male,44772,PhD,2022-03-15,1,63,2024-08-07,2025-03-11,Branch,346.62,1960.6,1112
CUST003131,62,Male,52599,Master,2015-06-10,1,584,2025-03-14,2025-03-06,Branch,394.26,7363.41,3582
CUST003132,58,Male,53976,Master,2019-03-14,0,0,,2025-03-18,Online,202.64,4781.1,2209
CUST003133,39,Male,23143,Bachelor,2022-05-17,1,135,2024-11-27,2025-03-29,Online,123.47,1053.95,1049
CUST003134,29,Male,116140,Associate,2021-05-04,1,682,2025-01-31,2025-03-27,Online,155.53,6459.69,1427
CUST003135,60,Male,56148,Bachelor,2022-01-29,0,0,,2023-12-23,Online,226.3,1213.86,1157
CUST003136,75,Male,68637,Bachelor,2017-07-25,0,0,,2025-03-28,Branch,471.96,3793.64,2806
CUST003137,19,Male,88509,Master,2018-11-15,1,786,2025-01-13,2025-03-02,Online,165.48,7097.26,2328
CUST003138,51,Female,33008,High School,2019-07-11,0,0,,2025-03-26,Direct Mail,324.3,3160.13,2090
CUST003139,44,Female,69690,Master,2021-09-14,1,523,2025-02-26,2025-03-30,Direct Mail,267.93,3822.1,1294
CUST003140,49,Female,48111,Master,2018-02-23,1,135,2024-10-11,2024-09-17,Online,281.94,3429.83,2593
CUST003141,26,Male,83991,PhD,2020-03-25,0,0,,2025-03-15,Online,120.59,5790.48,1832
CUST003142,62,Male,18986,Master,2023-12-01,0,0,,2025-03-23,Affiliate,338.11,842.2,486
CUST003143,50,Male,52341,Associate,2016-09-05,1,449,2025-01-08,2024-09-04,Branch,452.97,5859.74,3129
CUST003144,31,Female,40687,High School,2023-02-14,1,100,2024-04-11,2025-03-08,Branch,488.91,1072.27,776
CUST003145,18,Male,68269,High School,2019-09-12,1,632,2025-03-19,2025-03-07,Branch,305.42,3121.24,2027
CUST003146,24,Male,69571,Associate,2025-02-03,1,17,2025-01-27,2025-03-03,Referral,91.56,82.13,56
CUST003147,67,Female,38610,Bachelor,2021-08-02,1,138,2022-07-18,2025-03-16,Referral,139.61,2256.84,1337
CUST003148,74,Female,38522,Master,2019-06-14,1,385,2025-03-03,2025-03-21,Online,312.27,2376.42,2117
CUST003149,71,Female,52039,Master,2019-11-21,1,325,2025-01-02,2025-03-24,Referral,63.14,4229.87,1957
CUST003150,39,Male,35128,Bachelor,2019-08-10,1,358,2025-02-23,2025-03-18,Online,319.21,3631.03,2060
CUST003151,70,Female,83790,High School,2023-05-03,1,146,2024-03-14,2025-03-20,Online,288.75,1638.51,698
CUST003152,81,Female,45728,High School,2023-02-28,0,0,,2025-01-15,Direct Mail,391.45,1094.38,762
CUST003153,66,Male,12856,High School,2024-06-06,1,13,2025-02-09,2025-03-13,Online,331.15,414.5,298
CUST003154,62,Female,45600,Associate,2016-08-21,1,444,2025-02-16,2025-03-08,Online,325.33,5286.17,3144
CUST003155,66,Female,32722,Bachelor,2020-04-27,0,0,,2025-03-19,Referral,128.21,1768.49,1799
CUST003156,30,Female,24329,High School,2017-08-14,0,0,,2025-03-04,Online,191.94,2988.25,2786
CUST003157,79,Male,29625,Associate,2021-10-01,1,181,2025-01-05,2025-03-07,Referral,79.69,1162.5,1277
CUST003158,46,Female,58092,High School,2024-02-08,1,74,2025-03-11,2025-03-14,Branch,408.2,1311.36,417
CUST003159,38,Female,106874,Bachelor,2015-07-02,0,0,,2025-03-30,Direct Mail,431.81,12365.65,3560
CUST003160,75,Female,64323,Bachelor,2020-03-12,1,426,2025-01-02,2025-03-17,Online,304.12,4455.88,1845
CUST003161,27,Female,40612,Bachelor,2021-04-29,0,0,,2025-03-14,Referral,124.65,2444.12,1432
CUST003162,22,Male,69081,Bachelor,2018-01-05,1,764,2025-01-30,2025-03-20,Branch,371.38,4635.63,2642
CUST003163,55,Female,43719,PhD,2017-06-18,1,525,2024-05-13,2025-03-05,Online,334.6,6022.99,2843
CUST003164,20,Male,38862,High School,2019-02-15,1,400,2025-02-14,2025-01-19,Online,137.29,6225.37,2236
CUST003165,58,Female,30881,Bachelor,2015-12-10,0,0,,2025-03-26,Online,218.84,4288.81,3399
CUST003166,51,Female,22906,Bachelor,2023-02-12,0,0,,2025-03-20,Affiliate,323.94,937.65,778
CUST003167,31,Male,45257,Bachelor,2022-12-30,1,143,2024-04-14,2025-02-12,Online,244.22,1997.57,822
CUST003168,27,Female,59522,Master,2016-06-07,1,609,2024-07-27,2025-03-01,Direct Mail,288.5,3376.19,3219
CUST003169,61,Male,52406,Associate,2023-12-12,1,81,2024-02-22,2025-01-27,Referral,127.71,992.11,475
CUST003170,39,Male,44672,Bachelor,2016-08-11,1,516,2025-01-07,2025-02-17,Referral,80.81,5876.8,3154
CUST003171,66,Female,34276,High School,2022-07-26,0,0,,2025-03-22,Branch,212.3,1385.82,979
CUST003172,38,Female,74548,Bachelor,2022-10-10,1,263,2024-12-31,2025-03-27,Online,213.61,3021.57,903
CUST003173,27,Female,28467,Associate,2021-09-20,0,0,,2025-03-28,Online,310.31,1993.12,1288
CUST003174,29,Female,81072,High School,2019-07-16,0,0,,2025-03-10,Referral,106.21,6004.42,2085
CUST003175,61,Female,33322,Bachelor,2021-09-28,0,0,,2025-01-24,Online,105.11,2188.85,1280
CUST003176,79,Female,37754,Bachelor,2021-07-30,0,0,,2025-01-15,Online,344.07,3163.93,1340
CUST003177,21,Female,26415,High School,2016-07-27,1,290,2024-06-08,2025-03-07,Branch,309.0,5383.06,3169
CUST003178,73,Female,42804,Bachelor,2019-03-21,1,344,2025-02-06,2025-03-24,Branch,425.87,4689.97,2202
CUST003179,39,Male,89567,Bachelor,2019-11-16,1,348,2025-03-01,2025-03-15,Affiliate,257.1,4945.07,1962
CUST003180,73,Female,71175,High School,2024-01-05,1,140,2024-07-25,2025-03-21,Branch,301.24,868.96,451
CUST003181,38,Male,89706,Bachelor,2017-06-27,1,974,2025-01-05,2025-03-03,Branch,210.95,12787.95,2834
CUST003182,24,Female,71407,Bachelor,2021-10-19,1,425,2025-02-18,2025-02-12,Branch,411.77,4781.73,1259
CUST003183,30,Male,31674,Bachelor,2018-05-01,0,0,,2025-03-20,Direct Mail,405.47,4626.4,2526
CUST003184,60,Male,46615,Associate,2022-10-22,1,151,2025-03-05,2025-03-06,Online,328.71,2024.72,891
CUST003185,44,Male,37234,Associate,2018-10-06,0,0,,2025-03-07,Online,248.04,6097.31,2368
CUST003186,42,Male,106977,Bachelor,2017-08-18,0,0,,2025-03-01,Branch,273.69,8740.0,2782
CUST003187,70,Male,30233,Master,2023-06-07,0,0,,2025-03-23,Online,106.76,979.44,663
CUST003188,51,Female,85985,Bachelor,2021-07-14,1,202,2024-08-29,2025-03-30,Direct Mail,419.07,4398.36,1356
CUST003189,54,Female,85953,High School,2023-05-31,1,186,2025-01-31,2025-03-30,Online,210.01,1386.77,670
CUST003190,56,Female,137296,Bachelor,2023-01-05,1,382,2024-10-15,2025-03-10,Online,152.75,4592.57,816
CUST003191,48,Female,44812,Master,2016-07-27,1,631,2024-12-31,2025-03-01,Branch,445.23,8141.17,3169
CUST003192,30,Female,78531,High School,2020-09-21,1,178,2025-03-12,2025-03-18,Online,217.75,6472.09,1652
CUST003193,24,Female,172114,PhD,2016-05-09,0,0,,2025-03-23,Affiliate,347.86,19373.49,3248
CUST003194,68,Female,40387,Master,2023-03-29,1,108,2025-03-27,2025-03-22,Affiliate,376.19,986.79,733
CUST003195,80,Female,25528,High School,2015-08-10,1,377,2025-03-21,2025-03-11,Branch,364.4,5878.03,3521
CUST003196,37,Female,21484,Master,2023-05-25,0,0,,2025-03-20,Referral,63.56,966.36,676
CUST003197,24,Male,78546,Associate,2018-04-28,1,578,2025-03-24,2025-03-22,Online,283.72,10463.57,2529
CUST003198,64,Female,21450,Master,2017-09-26,1,218,2025-01-15,2025-03-11,Online,205.16,3516.04,2743
CUST003199,18,Male,45657,Bachelor,2023-05-28,0,0,,2025-03-17,Direct Mail,560.75,1406.23,673
